id,case_title,source_pdf,source_folder,source_school,source_year,page_start,page_end,page_count,output_pdf_path,extraction_confidence,detection_method,needs_manual_review,industry,case_type,difficulty_overall,difficulty_quant,difficulty_qual,interviewer_style,prompt_excerpt,matched_toc_title,matched_start_page_text,matched_patterns,confidence_notes,review_flags
6880ab9d-64f3-4d2f-b07a-b04d3223af41,RocketBlocks-Case-35-business-response-fast-food,RocketBlocks/RocketBlocks-Case-35-business-response-fast-food.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-35-business-response-fast-food/rocketblocks-case-35-business-response-fast-food.pdf,0.85,already_single_case,False,Technology,,,,,,,,"McDonalds meal deal
Should McDonalds extend their loss-leading meal 
deal to keep loyal customers?",single_file,Entire PDF treated as one case; case_type not extracted,
4c5068e0-01be-455d-aa2d-009c2a901bbe,RocketBlocks-Case-36-market-entry-payment-cards,RocketBlocks/RocketBlocks-Case-36-market-entry-payment-cards.pdf,RocketBlocks,rocketblocks,,1,19,19,cases/RocketBlocks/RocketBlocks-Case-36-market-entry-payment-cards/rocketblocks-case-36-market-entry-payment-cards.pdf,0.85,already_single_case,False,Technology,,,,,,,,Payment cards in DC,single_file,Entire PDF treated as one case; case_type not extracted,
236131fe-f5fe-4810-8405-386710f0d92c,RocketBlocks-Case-37-profitability-retail,RocketBlocks/RocketBlocks-Case-37-profitability-retail.pdf,RocketBlocks,rocketblocks,,1,17,17,cases/RocketBlocks/RocketBlocks-Case-37-profitability-retail/rocketblocks-case-37-profitability-retail.pdf,0.85,already_single_case,False,Technology,,,,,,,,Marathon Monday,single_file,Entire PDF treated as one case; case_type not extracted,
89f65191-7147-4aef-a9cb-15a58b0ad464,RocketBlocks-Case-38-profitability-automotive,RocketBlocks/RocketBlocks-Case-38-profitability-automotive.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-38-profitability-automotive/rocketblocks-case-38-profitability-automotive.pdf,0.85,already_single_case,False,Technology,Profitability,,,,,,,Margins in the sunshine state,single_file,Entire PDF treated as one case,
77ee72b5-a9e3-4eda-bb61-c9e4a92411f8,RocketBlocks-Case-39-profitability-consumer-internet,RocketBlocks/RocketBlocks-Case-39-profitability-consumer-internet.pdf,RocketBlocks,rocketblocks,,1,16,16,cases/RocketBlocks/RocketBlocks-Case-39-profitability-consumer-internet/rocketblocks-case-39-profitability-consumer-internet.pdf,0.85,already_single_case,False,Technology,,,,,,,,SEA Group proﬁtability,single_file,Entire PDF treated as one case; case_type not extracted,
e166d6d1-a9e3-4c7f-b297-4cdf1ade96a2,RocketBlocks-Case-4-competitive-response-hotel-tourism,RocketBlocks/RocketBlocks-Case-4-competitive-response-hotel-tourism.pdf,RocketBlocks,rocketblocks,,1,19,19,cases/RocketBlocks/RocketBlocks-Case-4-competitive-response-hotel-tourism/rocketblocks-case-4-competitive-response-hotel-tourism.pdf,0.85,already_single_case,False,Technology,,,,,,,,"Overnight Opportunity
How should major hotel company react to a 
sudden shift in the NYC hospitality market?",single_file,Entire PDF treated as one case; case_type not extracted,
aaefac02-1c58-4817-83c9-6d9aa471df36,RocketBlocks-Case-40-human-resources-construction,RocketBlocks/RocketBlocks-Case-40-human-resources-construction.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-40-human-resources-construction/rocketblocks-case-40-human-resources-construction.pdf,0.85,already_single_case,False,Technology,,,,,,,,Mind the (workforce) gap,single_file,Entire PDF treated as one case; case_type not extracted,
02ace5c7-f177-41ac-b624-969c149db864,RocketBlocks-Case-41-business-response-food-manufacturing,RocketBlocks/RocketBlocks-Case-41-business-response-food-manufacturing_01.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-41-business-response-food-manufacturing_01/rocketblocks-case-41-business-response-food-manufacturing.pdf,0.85,already_single_case,False,Technology,,,,,,,,Dye another day,single_file,Entire PDF treated as one case; case_type not extracted,
bf839a57-0f65-4b9d-a2c1-0c638e8f6eb3,RocketBlocks-Case-42-market-entry-restaurant,RocketBlocks/RocketBlocks-Case-42-market-entry-restaurant.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-42-market-entry-restaurant/rocketblocks-case-42-market-entry-restaurant.pdf,0.85,already_single_case,False,Technology,,,,,,,,We need to move fast,single_file,Entire PDF treated as one case; case_type not extracted,
ba9b5747-929e-42ef-a2cd-a47e1560c6a1,RocketBlocks-Case-43-market-sizing-air-travel,RocketBlocks/RocketBlocks-Case-43-market-sizing-air-travel.pdf,RocketBlocks,rocketblocks,,1,22,22,cases/RocketBlocks/RocketBlocks-Case-43-market-sizing-air-travel/rocketblocks-case-43-market-sizing-air-travel.pdf,0.85,already_single_case,False,Technology,Growth,,,,,,,"Sky-sharing, not ride-sharing",single_file,Entire PDF treated as one case,
826502db-940e-41df-b42b-6a93838387a7,RocketBlocks-Case-44-market-sizing-airport-rental,RocketBlocks/RocketBlocks-Case-44-market-sizing-airport-rental.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-44-market-sizing-airport-rental/rocketblocks-case-44-market-sizing-airport-rental.pdf,0.85,already_single_case,False,Technology,Pricing,,,,,,,Pick me up?,single_file,Entire PDF treated as one case,
84306c0d-b61d-472c-990e-e453c7201411,RocketBlocks-Case-45-competitive-response-manufacturing,RocketBlocks/RocketBlocks-Case-45-competitive-response-manufacturing.pdf,RocketBlocks,rocketblocks,,1,24,24,cases/RocketBlocks/RocketBlocks-Case-45-competitive-response-manufacturing/rocketblocks-case-45-competitive-response-manufacturing.pdf,0.85,already_single_case,False,Technology,,,,,,,,A self driving disruption,single_file,Entire PDF treated as one case; case_type not extracted,
eabf07ad-cd94-4ca4-bfb3-a17c010361db,Case #46 - To pay or not to pay?,RocketBlocks/RocketBlocks-Case-46-competitive-response-technology.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-46-competitive-response-technology/case-46-to-pay-or-not-to-pay.pdf,0.85,already_single_case,False,Technology,Investment,,,,,,,To pay or not to pay?,single_file,Entire PDF treated as one case,
ba9c80a8-a21f-4a81-8f58-49fea20f841b,RocketBlocks-Case-47-market-entry-dental-insurance,RocketBlocks/RocketBlocks-Case-47-market-entry-dental-insurance.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-47-market-entry-dental-insurance/rocketblocks-case-47-market-entry-dental-insurance.pdf,0.85,already_single_case,False,Technology,Market Entry,,,,,,,A real mouthful,single_file,Entire PDF treated as one case,
c5b7f645-1764-48fd-829d-9068c68e706e,Case #48 - Captain Crunch,RocketBlocks/RocketBlocks-Case-48-competitive-response-healthcare-financing.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-48-competitive-response-healthcare-financing/case-48-captain-crunch.pdf,0.85,already_single_case,False,Technology,,,,,,,,Captain Crunch,single_file,Entire PDF treated as one case; case_type not extracted,
0bc7f2b0-0561-4e97-8a65-fe2faec160bc,RocketBlocks-Case-49-operations-consumer-packaged-goods,RocketBlocks/RocketBlocks-Case-49-operations-consumer-packaged-goods.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-49-operations-consumer-packaged-goods/rocketblocks-case-49-operations-consumer-packaged-goods.pdf,0.85,already_single_case,False,Technology,,,,,,,,Sweet opportunity,single_file,Entire PDF treated as one case; case_type not extracted,
2ff1f6b3-aa9e-4a24-b345-6ea73808dc7c,RocketBlocks-Case-5-profitability-prescription-drugs-pharmaceutical,RocketBlocks/RocketBlocks-Case-5-profitability-pharmaceutical.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-5-profitability-pharmaceutical/rocketblocks-case-5-profitability-prescription-drugs.pdf,0.85,already_single_case,False,Technology,,,,,,,,"Retail Rumble
Helping a retail pharmacy chain 
survive extreme headwinds",single_file,Entire PDF treated as one case; case_type not extracted,
96cecc38-239e-4939-b779-7a5bb1aa2cf4,RocketBlocks-Case-50-operations-manufacturing,RocketBlocks/RocketBlocks-Case-50-operations-manufacturing.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-50-operations-manufacturing/rocketblocks-case-50-operations-manufacturing.pdf,0.85,already_single_case,False,Technology,,,,,,,,The colorful proﬁts,single_file,Entire PDF treated as one case; case_type not extracted,
457ae4d8-4983-4eed-9148-fdc6f19831e7,Case #51 - Hot seat at Chili's,RocketBlocks/RocketBlocks-Case-51-profitability-restaurant-chain.pdf,RocketBlocks,rocketblocks,,1,16,16,cases/RocketBlocks/RocketBlocks-Case-51-profitability-restaurant-chain/case-51-hot-seat-at-chili-s.pdf,0.85,already_single_case,False,Technology,Growth,,,,,,,Hot seat at Chili’s,single_file,Entire PDF treated as one case,
9a5d457e-bd18-48e0-b6ae-a4510720fb5d,Case #52 - Tariff terror,RocketBlocks/RocketBlocks-Case-52-pricing-tariff.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-52-pricing-tariff/case-52-tariff-terror.pdf,0.85,already_single_case,False,Technology,,,,,,,,Tariff terror,single_file,Entire PDF treated as one case; case_type not extracted,
8a8ff7b2-f708-447a-9392-721447c585f2,RocketBlocks-Case-53-growth-food-and-beverage,RocketBlocks/RocketBlocks-Case-53-growth-food-and-beverage.pdf,RocketBlocks,rocketblocks,,1,17,17,cases/RocketBlocks/RocketBlocks-Case-53-growth-food-and-beverage/rocketblocks-case-53-growth-food-and-beverage.pdf,0.85,already_single_case,False,Technology,Growth,,,,,,,Mary Mac’s,single_file,Entire PDF treated as one case,
594183a1-9856-4d51-9dbd-f295a44df90f,RocketBlocks-Case-54-competitive-response-delivery,RocketBlocks/RocketBlocks-Case-54-competitive-response-delivery.pdf,RocketBlocks,rocketblocks,,1,17,17,cases/RocketBlocks/RocketBlocks-Case-54-competitive-response-delivery/rocketblocks-case-54-competitive-response-delivery.pdf,0.85,already_single_case,False,Technology,,,,,,,,Prime risk,single_file,Entire PDF treated as one case; case_type not extracted,
1968e895-4b43-42dc-a853-6a03bb2d0227,RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola,RocketBlocks/RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola.pdf,RocketBlocks,rocketblocks,,1,22,22,cases/RocketBlocks/RocketBlocks-Case-55-growth-consumer-packaged-goods-coca-cola/rocketblocks-case-55-growth-consumer-packaged-goods-coca.pdf,0.85,already_single_case,False,Technology,Market Entry,,,,,,,Shaking up Coca-Cola,single_file,Entire PDF treated as one case,
a8e6fafb-97ec-4856-a7e0-f7755325ac1e,RocketBlocks Case 56 - Grab,RocketBlocks/RocketBlocks-case-56-growth-grocery-delivery.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-case-56-growth-grocery-delivery/rocketblocks-case-56-grab.pdf,0.85,already_single_case,False,Technology,Market Entry,,,,,,,Grab and go,single_file,Entire PDF treated as one case,
16788af3-785c-4729-8636-a76659ace46d,RocketBlocks-Case-57-operations-battery-manufacturing,RocketBlocks/RocketBlocks-Case-57-operations-battery-manufacturing.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-57-operations-battery-manufacturing/rocketblocks-case-57-operations-battery-manufacturing.pdf,0.85,already_single_case,False,Technology,Investment,,,,,,,Power play,single_file,Entire PDF treated as one case,
e848a802-29e3-4afa-b0bb-75b3d20655d0,RocketBlocks-Case-58-strategy-public-sector,RocketBlocks/RocketBlocks-Case-58-strategy-public-sector.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-58-strategy-public-sector/rocketblocks-case-58-strategy-public-sector.pdf,0.85,already_single_case,False,Technology,,,,,,,,Wage wars,single_file,Entire PDF treated as one case; case_type not extracted,
50bd45bd-5682-413c-b57c-ce9dbff3b78d,RocketBlocks-Case-59-growth-digital-financial-services,RocketBlocks/RocketBlocks-Case-59-growth-digital-financial-services.pdf,RocketBlocks,rocketblocks,,1,17,17,cases/RocketBlocks/RocketBlocks-Case-59-growth-digital-financial-services/rocketblocks-case-59-growth-digital-financial-services.pdf,0.85,already_single_case,False,Technology,Growth,,,,,,,Digital banking doldrums,single_file,Entire PDF treated as one case,
10cae85e-1d93-4ccd-8011-d074b079bb99,RocketBlocks Case #6 - Remote Reckoning,RocketBlocks/RocketBlocks-case-6-operations-technology-company.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-case-6-operations-technology-company/rocketblocks-case-6-remote-reckoning.pdf,0.85,already_single_case,False,Technology,,,,,,,,"Remote Reckoning
A ﬁntech company evaluates return to work 
options for a largely distributed team",single_file,Entire PDF treated as one case; case_type not extracted,
fd2bd36f-033a-4c58-b586-8783eec416a0,RocketBlocks-Case-60-m-and-a-AI-semiconductors,RocketBlocks/RocketBlocks-Case-60-m-and-a-AI-semiconductors.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-60-m-and-a-AI-semiconductors/rocketblocks-case-60-m-and-a-ai-semiconductors.pdf,0.85,already_single_case,False,Technology,Investment,,,,,,,Chips on the table,single_file,Entire PDF treated as one case,
663ed7ba-d678-4a83-ad0f-0e73dff4ac49,RocketBlocks-Case-61-,RocketBlocks/RocketBlocks-case-61-growth-healthcare.pdf,RocketBlocks,rocketblocks,,1,19,19,cases/RocketBlocks/RocketBlocks-case-61-growth-healthcare/rocketblocks-case-61.pdf,0.85,already_single_case,False,Technology,,,,,,,,Care beyond the clinic,single_file,Entire PDF treated as one case; case_type not extracted,
b735686c-4136-4a26-bf1e-d9ffae2043aa,RocketBlocks-Case-62-,RocketBlocks/RocketBlocks-Case-62-market-entry-rail-transportation.pdf,RocketBlocks,rocketblocks,,1,19,19,cases/RocketBlocks/RocketBlocks-Case-62-market-entry-rail-transportation/rocketblocks-case-62.pdf,0.85,already_single_case,False,Technology,,,,,,,,Track to the future,single_file,Entire PDF treated as one case; case_type not extracted,
b7e93359-2a84-4fe0-b8e1-65056acd99a3,RocketBlocks-Case-63-,RocketBlocks/RocketBlocks-Case-63-growth-strava.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-63-growth-strava/rocketblocks-case-63.pdf,0.85,already_single_case,False,Technology,,,,,,,,Pacing proﬁts,single_file,Entire PDF treated as one case; case_type not extracted,
b3259cee-89b3-47e4-addf-126276808284,RocketBlocks-Case-64-,RocketBlocks/RocketBlocks-Case-64-pricing-hotel.pdf,RocketBlocks,rocketblocks,,1,21,21,cases/RocketBlocks/RocketBlocks-Case-64-pricing-hotel/rocketblocks-case-64.pdf,0.85,already_single_case,False,Technology,,,,,,,,Hotel hangup,single_file,Entire PDF treated as one case; case_type not extracted,
769bc45b-cb0e-4c25-ba44-42f042b9cbce,RocketBlocks-Case-65-strategy-airline-carrier,RocketBlocks/RocketBlocks-Case-65-strategy-airline-carrier.pdf,RocketBlocks,rocketblocks,,1,17,17,cases/RocketBlocks/RocketBlocks-Case-65-strategy-airline-carrier/rocketblocks-case-65-strategy-airline-carrier.pdf,0.85,already_single_case,False,Technology,,,,,,,,Turbulence at Skyjet,single_file,Entire PDF treated as one case; case_type not extracted,
a3124174-4f58-48db-9f1a-01e220c6fc1f,RocketBlocks-Case-66-profitability-commerical-seaport,RocketBlocks/RocketBlocks-Case-66-profitability-commerical-seaport.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-66-profitability-commerical-seaport/rocketblocks-case-66-profitability-commerical-seaport.pdf,0.85,already_single_case,False,Technology,Profitability,,,,,,,Shipwrecked margins,single_file,Entire PDF treated as one case,
72fe16ac-98b0-4cc8-b286-6ab8c652c15b,RocketBlocks-Case-67-operations-AI-healthcare,RocketBlocks/RocketBlocks-Case-67-operations-AI-healthcare.pdf,RocketBlocks,rocketblocks,,1,19,19,cases/RocketBlocks/RocketBlocks-Case-67-operations-AI-healthcare/rocketblocks-case-67-operations-ai-healthcare.pdf,0.85,already_single_case,False,Technology,,,,,,,,Robots in radiology,single_file,Entire PDF treated as one case; case_type not extracted,
fb2e2164-8b38-4b0d-a805-0a4ae6b22d15,RocketBlocks-Case-68-growth-brewery,RocketBlocks/RocketBlocks-Case-68-growth-brewery.pdf,RocketBlocks,rocketblocks,,1,18,18,cases/RocketBlocks/RocketBlocks-Case-68-growth-brewery/rocketblocks-case-68-growth-brewery.pdf,0.85,already_single_case,False,Technology,,,,,,,,Last call,single_file,Entire PDF treated as one case; case_type not extracted,
ff16193c-5e65-4f60-a9fc-9bf94d4e9bb5,RocketBlocks-Case-69-strategy-energy-subsidy,RocketBlocks/RocketBlocks-Case-69-strategy-energy-subsidy.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-69-strategy-energy-subsidy/rocketblocks-case-69-strategy-energy-subsidy.pdf,0.85,already_single_case,False,Technology,,,,,,,,Power shift,single_file,Entire PDF treated as one case; case_type not extracted,
d4bdcc4e-45de-453e-89e0-638b5f53363d,RocketBlocks-Case-7-market-entry-retail,RocketBlocks/RocketBlocks-Case-7-market-entry-retail.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-7-market-entry-retail/rocketblocks-case-7-market-entry-retail.pdf,0.85,already_single_case,False,Technology,,,,,,,,"Main Street Decision
Help a friend decide between an ice cream 
store or a bookstore for her new business",single_file,Entire PDF treated as one case; case_type not extracted,
aa40e3e7-9650-46c5-8c32-8f248d044512,RocketBlocks-Case-70-m-and-a-streaming-media,RocketBlocks/RocketBlocks-Case-70-m-and-a-streaming-media.pdf,RocketBlocks,rocketblocks,,1,22,22,cases/RocketBlocks/RocketBlocks-Case-70-m-and-a-streaming-media/rocketblocks-case-70-m-and-a-streaming-media.pdf,0.85,already_single_case,False,Technology,,,,,,,,Streaming wars,single_file,Entire PDF treated as one case; case_type not extracted,
581e6d04-3736-49b2-8b11-a4ecb62b107b,RocketBlocks-Case-8-market-entry-construction,RocketBlocks/RocketBlocks-Case-8-market-entry-construction.pdf,RocketBlocks,rocketblocks,,1,20,20,cases/RocketBlocks/RocketBlocks-Case-8-market-entry-construction/rocketblocks-case-8-market-entry-construction.pdf,0.85,already_single_case,False,Technology,Growth,,,,,,,"Nailing the Market 
A two-sided home construction marketplace 
chooses a customer segment for growth",single_file,Entire PDF treated as one case,
58b30bb3-e9b8-4e5f-b20e-1f089dd5a3f5,RocketBlocks Case #9 - Driving Against the Current,RocketBlocks/RocketBlocks-Case-9-competitive-response-automotive-manufacturing.pdf,RocketBlocks,rocketblocks,,1,19,19,cases/RocketBlocks/RocketBlocks-Case-9-competitive-response-automotive-manufacturing/rocketblocks-case-9-driving-against-the-current.pdf,0.85,already_single_case,False,Technology,,,,,,,,"Driving Against the Current
General Motors strategy in a changing 
landscape",single_file,Entire PDF treated as one case; case_type not extracted,
c86e5f8b-65f6-4941-a944-9344c45a6208,Army Hotel,Yale/Booth 2021.pdf,Yale,yale,2021,114,117,4,cases/Yale/Booth 2021/army-hotel.pdf,1.0,manual_override_booth_2021,False,Financial Services,Profitability,,,,,"Revenue
Interviewer Guidance: Revenue
Interviewer Guidance: Pricing Strategy
Question: Pricing Strategy

Case #1: Army Hotel (4/5)
Having addressed the revenue side lets talk about costs.  What are the costs 
associated with operating a hotel?
If the candidate has not yet touched upon initial invest",Army Hotel,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
8e49435d-6fb3-4216-8e07-175fefa27de8,Breast Cancer Surgery,Yale/Booth 2021.pdf,Yale,yale,2021,118,121,4,cases/Yale/Booth 2021/breast-cancer-surgery.pdf,1.0,manual_override_booth_2021,False,Healthcare,Pricing,LIGHT,,,,"Interviewer Guidance
Case Development
Case Evaluation
Client Type
Industry
Case Type
S       O      A      R
1
2
1
2
1
2
1
2
Fit Evaluation
Overall Fit Performance
1. Framework
2. Analysis of Market potential
3. Analysis of Revenue potential
4. Final recommendation
Case #2: Breast Cancer Surgery (1/",Breast Cancer Surgery,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
9683f756-0f0e-4091-8d1c-aefaa3cc1118,Burger Palace,Yale/Booth 2021.pdf,Yale,yale,2021,125,127,3,cases/Yale/Booth 2021/burger-palace.pdf,1.0,manual_override_booth_2021,False,,Profitability,,,,,,Burger Palace,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.; industry not extracted,
8fb17fe5-ee77-408e-88ae-3b1a22317d6c,Chicken Pox Vaccine,Yale/Booth 2021.pdf,Yale,yale,2021,129,133,5,cases/Yale/Booth 2021/chicken-pox-vaccine.pdf,1.0,manual_override_booth_2021,False,Healthcare,Pricing,,,,,,Chicken Pox Vaccine,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
5d473266-f259-409d-a6a9-528e4829a604,Cleaning Products,Yale/Booth 2021.pdf,Yale,yale,2021,135,138,4,cases/Yale/Booth 2021/cleaning-products.pdf,1.0,manual_override_booth_2021,False,,Growth,,,,,"± The client has told us that they will be happy with a 1% increase in revenues.  Should they go ahead with the price change?
 The candidate should calculate current revenue and revenue after price change from table (i.e. the candidate should come up with the two rightmost 
columns in the table bel",Cleaning Products,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.; industry not extracted,
6cf484a1-b193-44e5-a043-1aadde575720,Coffee and Tea Apparel,Yale/Booth 2021.pdf,Yale,yale,2021,140,145,6,cases/Yale/Booth 2021/coffee-and-tea-apparel.pdf,1.0,manual_override_booth_2021,False,Retail / CPG,M&A,,,,,,Coffee and Tea Apparel,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
302bb846-9a49-4c4f-bb44-0b6e572c482d,Commercial Vehicle OEM in China,Yale/Booth 2021.pdf,Yale,yale,2021,148,150,3,cases/Yale/Booth 2021/commercial-vehicle-oem-in-china.pdf,1.0,manual_override_booth_2021,False,Technology,Growth,,,,,"Capabilities
Interviewer Guidance: Capabilities
Interviewer Guidance: China Entry
Question: China Entry

Case #7: Commercial Vehicle OEM in China (4/5)
Interview Guidance
At this point, the interviewer will direct the candidate to explore in greater depth 
the issue of “lack of local market knowledg",Commercial Vehicle OEM in China,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
aedc5e2c-ca08-4392-a9c7-0bf258259aee,Consumer Products Strategy,Yale/Booth 2021.pdf,Yale,yale,2021,152,156,5,cases/Yale/Booth 2021/consumer-products-strategy.pdf,1.0,manual_override_booth_2021,False,Retail / CPG,Growth,,,,,,Consumer Products Strategy,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
172f800c-5fa9-4468-94a4-91048ece91f1,Contact Lenses,Yale/Booth 2021.pdf,Yale,yale,2021,158,165,8,cases/Yale/Booth 2021/contact-lenses.pdf,1.0,manual_override_booth_2021,False,,Profitability,,,,,,Contact Lenses,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.; industry not extracted,
1229fbcf-b18c-4c99-a9ff-82ea02c291b7,Deepwater Inc.,Yale/Booth 2021.pdf,Yale,yale,2021,167,170,4,cases/Yale/Booth 2021/deepwater-inc.pdf,1.0,manual_override_booth_2021,False,Energy,Profitability,,,,,,Deepwater Inc.,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
63e7557c-ccf8-41e6-9428-f25b67ef9839,Electric Utility,Yale/Booth 2021.pdf,Yale,yale,2021,173,175,3,cases/Yale/Booth 2021/electric-utility.pdf,1.0,manual_override_booth_2021,False,Energy,Operations,,,,,,Electric Utility,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
89b52600-1fb6-4847-90a2-6d20e803269c,Elena's Electronics,Yale/Booth 2021.pdf,Yale,yale,2021,176,181,6,cases/Yale/Booth 2021/elena-s-electronics.pdf,1.0,manual_override_booth_2021,False,Retail / CPG,Growth,HEAVY,,,,"Interviewer Guidance
Case Development
Case Evaluation
Client Type
Industry
Case Type
S       O      A      R
1
2
1
2
1
2
1
2
Fit Evaluation
Overall Fit Performance
1. Framework
2. Analysis of store revenues
Case #12: Elena’s Electronics (1/ϲ)
UNDISCLOSED – Round 1 – Candidate Led
1.
Tell me somethin",Elena's Electronics,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
186b96b6-54da-48d6-b50d-1da887849170,Finance Co,Yale/Booth 2021.pdf,Yale,yale,2021,183,187,5,cases/Yale/Booth 2021/finance-co.pdf,1.0,manual_override_booth_2021,False,,Growth,,,,,,Finance Co,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.; industry not extracted,
3fc8daf7-ade9-4ef8-abf5-c872408e3b92,French Beauty Co,Yale/Booth 2021.pdf,Yale,yale,2021,189,193,5,cases/Yale/Booth 2021/french-beauty-co.pdf,1.0,manual_override_booth_2021,False,Retail / CPG,Profitability,,,,,,French Beauty Co,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
d2c45dae-8f2f-47cd-a424-7d26ace9ca59,German Telecom,Yale/Booth 2021.pdf,Yale,yale,2021,195,198,4,cases/Yale/Booth 2021/german-telecom.pdf,1.0,manual_override_booth_2021,False,Technology,Growth,,,,,,German Telecom,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
70a80280-c714-44ce-a293-4ccf75c779e3,Green Co,Yale/Booth 2021.pdf,Yale,yale,2021,200,204,5,cases/Yale/Booth 2021/green-co.pdf,1.0,manual_override_booth_2021,False,Technology,Investment,,,,,,Green Co,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
604e54ec-294a-4f5e-9db9-fb508daa0bdf,GreenShield Health Insurance,Yale/Booth 2021.pdf,Yale,yale,2021,206,210,5,cases/Yale/Booth 2021/greenshield-health-insurance.pdf,1.0,manual_override_booth_2021,False,Healthcare,Profitability,,,,,,GreenShield Health Insurance,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
a88e930e-8fe6-42ba-a2a9-240005f5e315,Hawaiian Smoothies,Yale/Booth 2021.pdf,Yale,yale,2021,212,215,4,cases/Yale/Booth 2021/hawaiian-smoothies.pdf,1.0,manual_override_booth_2021,False,Retail / CPG,Profitability,,,,,,Hawaiian Smoothies,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
d4a3131b-fa1a-421b-b6c0-657e0d2e7efe,Heavy Attrition,Yale/Booth 2021.pdf,Yale,yale,2021,217,219,3,cases/Yale/Booth 2021/heavy-attrition.pdf,1.0,manual_override_booth_2021,False,Financial Services,M&A,,,,,,Heavy Attrition,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
06bd67a0-71fb-4955-b3f5-075e4d90c73c,International Airlines,Yale/Booth 2021.pdf,Yale,yale,2021,221,225,5,cases/Yale/Booth 2021/international-airlines.pdf,1.0,manual_override_booth_2021,False,Technology,Investment,,,,,,International Airlines,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.,
27967610-2336-4bf8-8b2c-5355bd16189f,Katrina,Yale/Booth 2021.pdf,Yale,yale,2021,227,229,3,cases/Yale/Booth 2021/katrina.pdf,1.0,manual_override_booth_2021,False,,M&A,,,,,,Katrina,,manual_ground_truth_index,Ground-truth TOC with Breast Cancer Surgery start corrected to p118.; industry not extracted,
